MassProfiler(10.0.2.200) 12/11/2024 14:27:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Source: all features in the table,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816 of 1816 Features,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,RT,SD,DT,SD,CCS,SD,m/z,SD,Abundance,RSD,Z,Ions,Freq.,Q Score,Sat.,Mark,QC,QC,QC,QC,QC,QC,SampA,SampB,SampC,SampD,SampE,SampF
436,0.401,0.028,24.746,0.106,202.13,0.88,292.8911,0.0002,0.0001832,0.97,-1,3,21,91.7,,FALSE,0.001,0.001,0.001,0.001,30680.68,0.001,80714.04,75123.55,62367.68,62253.57,43384.71,60439.46
437,3.377,0,24.705,0.025,203.1,0.21,254.9057,0.0002,0.0001828,4.31,-1,3,2,82.2,,FALSE,0.001,0.001,0.001,0.001,557613.8,0.001,0.001,0.001,0.001,0.001,0.001,0.001
438,0.665,0.099,24.767,0.129,202.3,1.07,292.891,0.0003,0.0001827,1.3,-1,3,16,91.8,,FALSE,0.001,0.001,0.001,83877.52,70488.58,0.001,0.001,117784.7,37551.53,0.001,49844.13,50425.79
439,1.512,0.048,30.41,0.041,249.46,0.34,281.1124,0.0002,0.0001826,1.46,-1,2,12,99.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
440,0.762,0.003,52.177,0.058,416.81,0.47,838.4839,0.0008,0.0001824,1.91,-1,3,9,99.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,30635.46,0.001,109060.3,99488.08,123758.3
441,0.809,0.007,52.475,0.051,419.17,0.41,842.5413,0.0002,0.0001802,2.1,-1,3,8,96.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,92446.16,213792.7,0.001,97796.81
442,2.264,0.011,26.499,0.021,215.4,0.17,336.8981,0.0009,0.0001799,2.17,-1,3,8,92.1,,FALSE,166369.1,182013.2,162903.1,0.001,0.001,0.001,95260.55,0.001,0.001,0.001,0.001,23674.46
443,1.202,0.015,37.473,0.097,306.03,0.8,328.0458,0.0003,0.0001777,2.3,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,101223.4,0.001,0.001,0.001,0.001,0.001
444,0.42,0.006,27.427,0.025,226.46,0.21,240.1358,0.0002,0.000177,1.82,-1,2,10,94.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,31958.56,29777.23,0.001,0.001,0.001,0.001
445,0.371,0.014,42.519,0.041,342.22,0.33,538.4483,0.0004,0.0001758,1.47,-1,3,12,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,66193.34,97142.74,84136.16,90735,84826.77
446,0.508,0.011,27.894,0.053,230.26,0.44,242.1763,0.0002,0.0001752,1.81,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,109478.2,0.001,0.001,0.001,0.001,56142.08
447,2.889,0.039,30.131,0.168,246.17,1.38,308.061,0.0012,0.0001751,2.44,-1,3,6,84.3,,FALSE,120397.9,0.001,0.001,0.001,143508.6,0.001,0.001,0.001,224538.5,0.001,0.001,0.001
448,0.77,0.003,49.684,0.049,397.47,0.4,756.4801,0.0003,0.0001736,1.58,-1,3,11,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32337.95,98731.81,80866.34,99545.15,86067.38
449,0.516,0.056,22.708,0.036,189.04,0.3,198.9542,0.0002,0.0001734,1.49,-1,3,13,98.9,,FALSE,54511.1,54456.6,69506.76,52103.93,0.001,0.001,160922.3,0.001,0.001,57485.19,95808.69,58848.29
450,2.228,0.013,31.668,0.026,258.14,0.22,330.1693,0.0006,0.000173,1.61,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,73895.05,41552.92,0.001,0.001,0.001,0.001
451,0.525,0.047,21.314,0.134,189.33,1.21,92.9289,0.0002,0.0001727,1.04,-1,5,25,99.3,,FALSE,1753.178,0.001,3015.008,0.001,0.001,5803.253,73324.89,36216.44,0.001,2553.458,0.001,0.001
452,0.511,0.03,29.369,0.039,239.36,0.32,324.7625,0.0003,0.0001724,0.9,-1,9,24,100,,FALSE,9545.231,0.001,9677.657,11890,0.001,0.001,70792.93,32839.45,37436.95,39176.55,0.001,0.001
453,1.984,0.043,27.997,0.022,230.29,0.18,260.1266,0.0003,0.0001719,1.57,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
454,0.257,0.002,27.545,0.113,230.17,0.95,195.1391,0.0003,0.0001717,1.77,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,32492.63,0.001,0.001,0.001,0.001
455,0.633,0.095,26.461,0.054,215.66,0.44,314.9274,0.0002,0.0001715,1.5,-1,3,12,82.4,,FALSE,0.001,54443.73,68722.55,0.001,30127.1,0.001,0.001,0.001,0.001,85032.68,122335.6,72714.63
456,0.519,0.055,26.343,0.12,216.57,1,258.921,0.0002,0.0001702,1.4,-1,3,15,100,,FALSE,64382.84,67867.88,66889.11,0.001,0.001,0.001,15539.76,0.001,0.001,94758.54,7603.867,79166.52
457,1.472,0.082,39.069,0.168,321.37,1.39,279.0608,0.0002,0.0001684,2.16,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
458,1.278,0.073,26.23,0.033,218.64,0.28,201.1251,0.0002,0.0001683,1.66,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
459,2.866,0.009,21.378,0.027,176.9,0.23,216.8543,0.0006,0.000168,1.46,-1,3,13,98.3,,FALSE,0.001,0.001,0.001,84746.17,0.001,88594.92,0.001,31219.72,92275.83,0.001,0.001,72007.5
460,3.395,0.021,29.511,0.028,238.45,0.23,414.8327,0.0002,0.0001672,2.06,-1,3,9,87.6,,FALSE,194874.7,121432.2,0.001,0.001,0.001,31425.45,0.001,0.001,0.001,0.001,138092,120693.3
461,1.053,0.038,35.729,0.071,289.03,0.58,425.2407,0.0004,0.000166,1.68,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
462,1.497,0.018,27.469,0.042,232.24,0.36,164.0723,0.0001,0.000166,1.66,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
463,0.78,0.009,49.209,0.091,393.77,0.73,742.4647,0.0004,0.0001633,1.98,-1,7,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,84706,0.001,62573.51,69878.61
464,0.632,0.018,36.052,0.162,292.44,1.33,391.285,0.0002,0.0001624,1.29,-1,2,16,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,39159.84,77274.28,93052.55,34589.88,70868.36
465,0.727,0.103,29.629,0.009,244.1,0.07,255.2331,0.0003,0.0001622,2.36,-1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,210472.4,0.001,112074.5
466,2.842,,21.238,,176.79,,195.9057,,0.000162,6,-1,3,1,88.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,925325.8
467,0.253,0.004,20.986,0.037,177.97,0.32,150.0014,0.0001,0.0001612,1.8,-1,3,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,139967.2,107721.7,32345.53,0.001,0.001,61409.18
468,2.321,0.006,30.091,0.023,245.48,0.19,319.1279,0.0005,0.0001603,1.41,-1,2,13,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,60372.85,29519.85,0.001,0.001,0.001,0.001
469,2.664,0.015,28.902,0.036,234.3,0.29,372.9715,0.0008,0.0001595,1.59,-1,3,12,100,,FALSE,96661.88,92745.68,91146.83,101660.4,0.001,0.001,0.001,26634.3,72200.73,0.001,0.001,51145.61
470,1.034,0.014,28.285,0.053,233.28,0.45,247.1129,0.0001,0.0001588,1.67,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
471,2.827,0.079,21.226,0.104,188.07,0.93,94.9806,0.0002,0.0001584,4.17,-1,3,4,83.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
472,0.22,0.001,32.943,0.06,280.27,0.52,154.9743,0.0001,0.0001568,4.24,-1,2,2,100,,FALSE,0.001,0.001,335420,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
473,0.204,0.003,41.167,0.056,328.57,0.45,798.9256,0.0005,0.0001558,1.22,-1,2,15,100,,FALSE,0.001,56347.08,0.001,0.001,0.001,0.001,67684.98,0.001,55638.1,0.001,0.001,62054.03
474,1.484,0.015,25.895,0.017,215.81,0.15,201.1253,0.0001,0.0001554,1.8,-1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
475,2.58,0.055,21.905,0.018,180.41,0.15,237.8722,0.0011,0.0001542,1.64,-1,3,19,98.3,,FALSE,9682.584,23504.63,1670.333,31492.5,77196.62,141015.4,6809.048,6945.293,0.001,17662.15,0.001,22638.55
476,2.843,0.011,28.104,0.03,227.32,0.24,394.8698,0.0019,0.0001531,1.87,-1,3,9,97,,FALSE,0.001,106542.1,0.001,0.001,122766.8,0.001,0.001,0.001,0.001,76534.81,0.001,0.001
477,0.512,0.034,23.455,0.077,194.78,0.65,208.8458,0.0002,0.0001524,0.8,-1,9,26,95.5,,FALSE,3376.491,0.001,0.001,8901.34,0.001,0.001,48752.41,26121.29,0.001,31693.04,0.001,25188.28
478,3.184,0.059,21.863,0.071,193.8,0.64,94.981,0,0.0001516,3.5,-1,5,3,83.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
479,0.298,0.02,29.953,0.061,245.83,0.51,277.182,0.0007,0.0001504,1.45,-1,2,13,95.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,33309.75,0.001
480,0.51,0.027,45.772,0.086,367.33,0.69,625.4803,0.0003,0.0001497,1.95,-1,3,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,204692.6,57414.01,76282.11,41964.16,68041.83
481,0.368,0.085,25.427,0.048,210.09,0.4,232.9242,0.0003,0.0001496,1.64,-1,3,12,82.4,,FALSE,35701.99,52013.27,55886.22,0.001,95788.2,0.001,0.001,0.001,0.001,0.001,96293.14,0.001
482,0.544,0.003,34.533,0.054,277.32,0.44,548.0206,0.0004,0.0001494,1.39,-1,2,13,98.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
483,1.361,0.044,33.766,0.034,273.93,0.28,383.2307,0.0002,0.0001494,1.53,-1,2,12,98.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,66047.84,0.001,0.001,0.001,0.001,0.001
484,0.211,0.006,28.918,0.007,233.64,0.06,412.9681,0.0001,0.0001478,4.96,-1,3,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,142078.3,0.001,0.001,0.001,0.001
485,0.104,0.005,25.424,0.047,210.06,0.4,232.9243,0.0003,0.000147,1.43,-1,3,13,82.4,,FALSE,0.001,42198.05,0.001,0.001,0.001,0.001,60852.81,0.001,73508.94,75445.46,0.001,0.001
486,0.489,0.004,26.258,0.054,218.94,0.45,200.0566,0.0002,0.0001464,1.93,-1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
487,0.588,0.004,37.336,0.026,300.25,0.21,533.1869,0.0002,0.0001439,2.15,-1,3,7,98.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,45091.53,0.001,0.001,0.001,0.001
488,3.21,0.141,17.417,0.004,142.56,0.03,248.9722,0.0007,0.0001436,3.65,-1,2,3,99.3,,FALSE,142461.5,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
489,2.112,0.011,24.917,0.078,206.68,0.66,216.0522,0.0002,0.0001433,1.98,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
490,0.592,0.015,28.368,0.035,233.88,0.29,249.1363,0.0007,0.0001427,1.67,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
491,0.997,0.007,32.18,0.101,271.19,0.86,176.0389,0.0002,0.0001427,3.42,-1,3,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
492,0.126,0.08,22.947,0.025,189.08,0.21,238.9121,0.0003,0.0001422,2.38,-1,3,9,82.4,,FALSE,0.001,0.001,42229.76,0.001,0.001,218758.8,0.001,0.001,0.001,0.001,0.001,0.001
493,0.837,0.007,34.02,0.033,297.64,0.29,112.9862,0.0001,0.000142,4.74,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
494,1.088,0.011,40.932,0.027,329.08,0.22,556.3152,0.0002,0.0001414,1.54,-1,3,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
495,1.181,0.015,31.141,0.063,254.37,0.52,312.1573,0.0001,0.0001411,1.79,-1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
496,0.589,0.01,37.334,0.05,300.23,0.41,533.1871,0.0003,0.0001396,2.15,-1,3,8,98.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,53639.53,0.001,0.001,0.001,0.001,0.001
497,1.076,0.017,33.556,0.044,272.02,0.36,391.209,0.0002,0.0001381,1.66,-1,3,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
498,0.575,0.016,29.792,0.063,253.7,0.54,151.027,0.0001,0.0001377,2.87,-1,2,4,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
499,0.487,0.005,29.731,0.029,241.47,0.24,357.0551,0.0002,0.0001367,2.48,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
500,0.76,0.043,40.419,0.062,324.4,0.5,596.2878,0.0004,0.0001358,1.69,-1,3,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,18322.11,0.001,0.001,0.001,0.001,0.001
501,1.109,0.014,39.685,0.131,324.17,1.08,330.2039,0.0001,0.0001342,1.72,-1,2,10,99.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
502,2.601,0.025,45.99,0.051,366.07,0.41,1010.0164,0.0011,0.0001342,2.99,-1,2,4,98.2,,FALSE,0.001,0.001,0.001,0.001,0.001,211845.7,0.001,0.001,0.001,0.001,0.001,0.001
503,1.721,0.048,30.605,0.016,248.99,0.13,344.0403,0.0002,0.0001322,1.6,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
504,0.799,0.004,50.764,0.066,405.78,0.53,798.4527,0.0003,0.0001315,1.79,-1,2,10,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,78834.2,86321.68,0.001,65985.37
505,0.839,0.011,31.625,0.023,268.29,0.2,160.0443,0.0001,0.0001314,3.69,-1,3,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
506,2.39,0.003,27.615,0.032,228.08,0.27,239.0687,0.0003,0.0001307,2.19,-1,2,7,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,78816.75,0.001,0.001,0.001,0.001,0.001
507,1.99,0.077,33.522,0.043,272.58,0.35,358.2005,0.0005,0.0001303,1.5,-1,2,12,97.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
508,3.416,0.045,25.659,0.127,209.62,1.05,294.8906,0.0005,0.0001302,2,-1,3,9,89.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,153420.4,0.001,0.001,0.001,51490.16,0.001
509,1.033,0.014,36.556,0.087,302.29,0.73,247.1129,0.0001,0.00013,1.59,-1,2,11,99.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
510,2.102,0.034,33.17,0.045,269.31,0.37,372.2168,0.0006,0.0001288,1.47,-1,2,12,97.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
511,1.645,0.03,26.746,0.051,222.86,0.43,203.0822,0.0003,0.0001288,2.67,-1,2,6,92.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,28006.08,19479.56,0.001,0.001,0.001
512,2.166,0.004,31.188,0.042,252.72,0.34,387.1161,0.0009,0.0001285,3.89,-1,3,3,98.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
513,1.115,0.014,38.443,0.195,314.09,1.61,326.1729,0.0001,0.0001278,1.6,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
514,0.568,0.043,24.699,0.054,215.3,0.48,112.9864,0.0001,0.000127,3.35,-1,2,4,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
515,0.758,0.004,52.951,0.066,422.73,0.53,876.4738,0.0005,0.0001258,1.6,-1,3,11,97.3,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,50771.56,69729.27,80799.64,66657.8
516,0.5,0.017,47.245,0.076,378.79,0.62,661.4591,0.0006,0.0001256,2.38,-1,4,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,217033.2,58409.88,77124.44,0.001,68867.69
517,0.243,0.004,40.262,0.077,325.76,0.63,437.2403,0.0005,0.0001246,1.25,-1,2,17,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,72961.02,0.001,0.001,61114.29,57568.5,50553.09
518,0.503,,29.5,,257.71,,112.9862,,0.0001243,6,-1,2,1,93.5,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
519,0.378,,29.501,,257.72,,112.9861,,0.000124,6,-1,2,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
520,0.333,0.003,26.295,0.019,216.78,0.16,245.0292,0.0002,0.0001237,1.91,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
521,2.59,0.07,21.917,0.02,180.47,0.16,238.8711,0.0012,0.0001228,2.49,-1,5,13,100,,FALSE,0.001,0.001,0.001,58707.79,0.001,0.001,0.001,24842.05,0.001,38714.04,4505.291,0.001
522,1.451,0.072,35.73,0.228,293.68,1.89,279.0608,0.0001,0.0001216,2.47,-1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
523,3.399,0.014,19.861,0.006,171.98,0.06,116.929,0.0003,0.0001199,4.65,-1,2,2,82.4,,FALSE,0.001,0.001,0.001,0.001,435500.6,0.001,0.001,0.001,0.001,0.001,0.001,0.001
524,2.046,0.017,26.905,0.04,221.81,0.34,246.1108,0.0002,0.0001196,2.11,-1,2,7,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
525,0.484,0.014,29.405,0.048,240.08,0.4,311.0495,0.0001,0.0001192,3.32,-1,3,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
526,2.333,0.008,31.243,0.091,254.18,0.75,346.1642,0.0004,0.0001181,1.88,-1,2,9,89.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
527,0.259,0.002,43.713,0.043,351.47,0.35,566.4789,0.0004,0.0001168,1.72,-1,3,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,121569.9,41462.77,42259.26,55801.17,50660
528,1.361,0.063,31.472,0.063,256.47,0.52,332.1833,0.0002,0.0001163,2,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
529,0.758,0.005,53.329,0.103,427.4,0.83,702.5096,0.0002,0.0001153,1.64,-1,3,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65617.87,51555.92,45220.86,68805.62,39207.13
530,0.218,,30.561,,274.89,,86.9867,,0.000115,6,-1,2,1,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
531,0.513,0.028,48.407,0.046,387.77,0.37,697.4553,0.0005,0.0001148,2.01,-1,4,10,99.1,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,157456.7,49139.63,50540.81,18422.45,57461.15
532,0.293,0.006,25.602,0.023,209.22,0.19,292.8911,0.0002,0.0001148,1.56,-1,3,11,91.2,,FALSE,0.001,0.001,0.001,0.001,67092.31,0.001,0.001,0.001,0.001,0.001,0.001,0.001
533,0.356,0.278,28.599,0.033,233.07,0.27,322.8934,0.0003,0.0001147,1.7,-1,3,10,89.6,,FALSE,0.001,0.001,0.001,0.001,59745.54,0.001,0.001,38227.55,0.001,67028.69,0.001,72496.35
534,0.586,0.022,34.054,0.015,297.94,0.13,112.9863,0.0001,0.0001146,4.79,-1,2,2,82.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
535,0.75,0.005,47.629,0.04,381.31,0.32,714.508,0.0005,0.0001143,2.14,-1,2,7,87.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87162.85,0.001,117418.8,0.001
536,1.515,0.049,38.689,0.071,311,0.57,549.0883,0.0002,0.0001143,1.54,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
537,1.132,0.01,33.051,0.023,269.22,0.19,340.2249,0.0003,0.0001138,2.31,-1,2,6,97,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
538,2.38,0.006,23.499,0.05,197.76,0.42,170.0469,0.0003,0.0001136,2.01,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,24741.78,0.001,0.001
539,1.135,0.019,23.005,0.028,198.12,0.25,127.0769,0.0001,0.0001121,2.32,-1,2,6,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
540,1.529,0.014,24.594,0.028,211.56,0.24,130.0883,0.0001,0.0001116,1.95,-1,2,8,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
541,1.171,0.006,28.414,0.034,232.87,0.29,282.0844,0.0002,0.0001114,2.63,-1,2,5,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
542,0.499,0.016,26.553,0.174,218.01,1.45,266.804,0.0001,0.0001114,2.33,-1,9,7,93.7,,FALSE,27950.16,0.001,26288.39,0.001,0.001,0.001,140251.3,78376.91,91500.04,0.001,0.001,0.001
543,0.799,0.006,53.819,0.091,429.66,0.73,882.5722,0.0005,0.00011,1.84,-1,3,9,94.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,52122.19,86726.98,56480.99,57266.82
544,0.258,0.002,37.406,0.021,303.48,0.17,393.2289,0.0003,0.0001097,1.45,-1,2,13,99.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,38970.74,0.001,0.001,0.001,0.001
545,0.584,0.003,23.532,0.023,199.8,0.2,151.027,0.0001,0.0001092,2.13,-1,2,7,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
546,0.557,0.002,29.149,0.011,250.61,0.09,134.0482,0.0001,0.0001082,4.34,-1,2,2,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
547,0.717,0.074,29.9,0.029,241.97,0.24,396.8764,0.0002,0.0001078,2.43,-1,3,8,98.8,,FALSE,0.001,190123.1,45760.83,0.001,0.001,0.001,106561,0.001,0.001,0.001,0.001,29290.73
548,2.136,0.018,31.607,0.07,255.79,0.57,404.1072,0.0008,0.0001077,1.59,-1,2,11,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
549,1.181,0.011,52.696,0.043,420.6,0.34,887.4685,0.0005,0.0001077,1.8,-1,3,9,96.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
550,2.491,0.002,43.367,0.03,347.88,0.24,626.3022,0.0013,0.0001069,1.57,-1,3,11,99,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
551,1.689,0.03,39.943,0.067,321.48,0.55,528.2834,0.0002,0.0001068,1.58,-1,2,12,91.7,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,38125.1,0.001,0.001,0.001,0.001,0.001
552,0.848,0.011,26.01,0.046,213.05,0.39,278.9814,0.0003,0.0001055,1.65,-1,3,12,99.6,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,17234.52,24055.46,0.001,0.001,0.001,0.001
553,1.125,0.014,35.147,0.064,284.67,0.52,407.1677,0.0003,0.0001048,1.81,-1,2,9,100,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
554,0.702,0.042,21.316,0.03,181.1,0.26,147.067,0.0001,0.0001048,4.27,-1,2,2,89.8,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
555,0.598,0.005,27.677,0.048,227.38,0.4,266.0896,0.0002,0.0001046,1.91,-1,2,8,98.9,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
556,0.515,0.045,27.16,0.193,242.07,1.74,92.929,0.0002,0.0001045,1.71,-1,5,14,92.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,115154.7,0.001,0.001,38001.15,0.001,50197.43
557,2.645,,20.567,,172.82,,168.976,,0.0001042,6,-1,3,1,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,506363.5,0.001,0.001,0.001,0.001,0.001,0.001
558,2.864,0.006,21.603,0.06,182.83,0.51,154.9478,0.0003,0.000104,3.46,-1,5,4,82.4,,FALSE,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
